PRICEEACH,SALES,ORDERDATE,YEAR_ID,PRODUCTLINE,CITY,COUNTRY
100,6154.18,4/26/2004 0:00,2004,Vintage Cars,Boston,USA
100,4750.8,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,3822.92,9/1/2004 0:00,2004,Vintage Cars,Singapore,Singapore
100,2440.8,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
100,4729.36,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,12536.5,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
64.69,2264.15,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
100,3928.2,11/25/2004 0:00,2004,Vintage Cars,Marseille,France
100,3630.22,12/9/2004 0:00,2004,Vintage Cars,Paris,France
100,4196.07,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
100,4931.6,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
98.99,3068.69,3/4/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,785.64,4/23/2005 0:00,2005,Vintage Cars,Singapore,Singapore
100,4977,5/29/2005 0:00,2005,Vintage Cars,Chatswood,Australia
54.09,1189.98,1/29/2003 0:00,2003,Trucks and Buses,Stavern,Norway
68.67,3090.15,4/1/2003 0:00,2003,Trucks and Buses,Paris,France
65.02,2795.86,5/28/2003 0:00,2003,Trucks and Buses,Madrid,Spain
61.99,2851.54,7/24/2003 0:00,2003,Trucks and Buses,Burlingame,USA
69.28,2701.92,9/21/2003 0:00,2003,Trucks and Buses,Oulu,Finland
71.1,2204.1,10/22/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
69.28,2840.48,11/6/2003 0:00,2003,Trucks and Buses,London,UK
60.16,2647.04,11/14/2003 0:00,2003,Trucks and Buses,Sevilla,Spain
70.49,3172.05,11/25/2003 0:00,2003,Trucks and Buses,Lyon,France
69.89,2585.93,12/9/2003 0:00,2003,Trucks and Buses,Boston,USA
61.38,2148.3,2/4/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
59.55,1667.4,3/11/2004 0:00,2004,Trucks and Buses,San Rafael,USA
61.99,1859.7,5/5/2004 0:00,2004,Trucks and Buses,Madrid,Spain
49.22,1476.6,6/15/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
69.28,1732,7/20/2004 0:00,2004,Trucks and Buses,San Rafael,USA
57.73,1674.17,8/19/2004 0:00,2004,Trucks and Buses,Allentown,USA
57.73,1500.98,9/8/2004 0:00,2004,Trucks and Buses,Boras,Sweden
53.48,2192.68,10/13/2004 0:00,2004,Trucks and Buses,Cambridge,USA
52.87,1797.58,10/22/2004 0:00,2004,Trucks and Buses,Vancouver,Canada
61.21,2142.35,11/4/2004 0:00,2004,Trucks and Buses,Nashua,USA
61.38,2086.92,11/19/2004 0:00,2004,Trucks and Buses,Lule,Sweden
100,6834.5,11/29/2004 0:00,2004,Trucks and Buses,Melbourne,Australia
61.99,2541.59,12/10/2004 0:00,2004,Trucks and Buses,San Rafael,USA
96.86,2130.92,1/20/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
48.62,1701.7,2/17/2005 0:00,2005,Trucks and Buses,San Francisco,USA
38.5,1694,3/9/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
61.99,2913.53,5/3/2005 0:00,2005,Trucks and Buses,Madrid,Spain
49.22,935.18,5/31/2005 0:00,2005,Trucks and Buses,Nantes,France
90.39,3073.26,2/17/2003 0:00,2003,Planes,Bergamo,Italy
71.81,2082.49,4/29/2003 0:00,2003,Planes,Melbourne,Australia
69.27,3394.23,6/27/2003 0:00,2003,Planes,Madrid,Spain
85.32,2559.6,8/25/2003 0:00,2003,Planes,Pasadena,USA
70.96,1490.16,10/28/2003 0:00,2003,Planes,Burlingame,USA
76.88,3844,1/12/2004 0:00,2004,Planes,Osaka,Japan
100,4724.91,2/20/2004 0:00,2004,Planes,Melbourne,Australia
76.03,1824.72,4/2/2004 0:00,2004,Planes,Tsawassen,Canada
98.84,2668.68,5/11/2004 0:00,2004,Planes,San Jose,USA
86.17,2843.61,6/28/2004 0:00,2004,Planes,Bridgewater,USA
90.39,3163.65,7/23/2004 0:00,2004,Planes,Nantes,France
71.81,2226.11,8/21/2004 0:00,2004,Planes,Oslo,Norway
82.79,2069.75,9/16/2004 0:00,2004,Planes,Dublin,Ireland
82.79,2235.33,10/15/2004 0:00,2004,Planes,White Plains,USA
100,3116.43,11/2/2004 0:00,2004,Planes,Allentown,USA
100,4781.7,11/10/2004 0:00,2004,Planes,Kobenhavn,Denmark
100,2810.7,11/23/2004 0:00,2004,Planes,Minato-ku,Japan
100,3515.67,12/4/2004 0:00,2004,Planes,Glendale,USA
69.27,2909.34,2/2/2005 0:00,2005,Planes,South Brisbane,Australia
74.77,1570.17,3/1/2005 0:00,2005,Planes,Madrid,Spain
76.88,2613.92,3/30/2005 0:00,2005,Planes,Reims,France
76.03,3193.26,4/3/2005 0:00,2005,Planes,Newark,USA
98.84,1482.6,5/10/2005 0:00,2005,Planes,Reggio Emilia,Italy
70.87,2055.23,2/24/2003 0:00,2003,Motorcycles,NYC,USA
58.15,2674.9,4/29/2003 0:00,2003,Motorcycles,Melbourne,Australia
61.78,1853.4,7/1/2003 0:00,2003,Motorcycles,Paris,France
49.67,1490.1,8/25/2003 0:00,2003,Motorcycles,Pasadena,USA
51.48,2162.16,10/10/2003 0:00,2003,Motorcycles,San Francisco,USA
61.18,2814.28,10/28/2003 0:00,2003,Motorcycles,Burlingame,USA
64.2,1605,11/11/2003 0:00,2003,Motorcycles,Lille,France
65.42,2093.44,11/18/2003 0:00,2003,Motorcycles,Bergen,Norway
64.81,1944.3,12/1/2003 0:00,2003,Motorcycles,San Francisco,USA
49.67,1986.8,1/12/2004 0:00,2004,Motorcycles,Osaka,Japan
60.57,1695.96,2/20/2004 0:00,2004,Motorcycles,Melbourne,Australia
55.72,1281.56,4/3/2004 0:00,2004,Motorcycles,Philadelphia,USA
61.18,1774.22,5/18/2004 0:00,2004,Motorcycles,Newark,USA
58.75,1997.5,6/28/2004 0:00,2004,Motorcycles,Bridgewater,USA
63.6,2353.2,7/23/2004 0:00,2004,Motorcycles,Nantes,France
49.06,981.2,8/27/2004 0:00,2004,Motorcycles,Cambridge,USA
48.46,1550.72,9/27/2004 0:00,2004,Motorcycles,Nantes,France
52.09,1771.06,10/15/2004 0:00,2004,Motorcycles,White Plains,USA
52.7,2213.4,11/2/2004 0:00,2004,Motorcycles,Allentown,USA
100,5266.04,11/15/2004 0:00,2004,Motorcycles,NYC,USA
62.16,1864.8,11/23/2004 0:00,2004,Motorcycles,Minato-ku,Japan
49.67,1142.41,1/5/2005 0:00,2005,Motorcycles,Burlingame,USA
53.3,1172.6,2/2/2005 0:00,2005,Motorcycles,South Brisbane,Australia
100,6981,3/3/2005 0:00,2005,Motorcycles,Boras,Sweden
55.72,3064.6,4/7/2005 0:00,2005,Motorcycles,Paris,France
61.18,2202.48,5/13/2005 0:00,2005,Motorcycles,Madrid,Spain
100,3773.38,1/9/2003 0:00,2003,Vintage Cars,Frankfurt,Germany
100,5074.39,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
100,6483.46,5/21/2003 0:00,2003,Vintage Cars,Melbourne,Australia
100,7956.46,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
100,4230.62,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
100,7209.12,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
100,3452.68,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
100,3047.73,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
100,3675.32,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
100,7492.4,12/3/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,9534.5,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,5579.02,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
100,5950.34,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,3726,6/4/2004 0:00,2004,Vintage Cars,Strasbourg,France
100,4455,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,8272.34,9/3/2004 0:00,2004,Vintage Cars,Bergen,Norway
100,3577.6,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
100,3881.25,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,5797.44,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
52.67,1264.08,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
100,4815.3,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
100,4462.2,12/9/2004 0:00,2004,Vintage Cars,Paris,France
94.79,3033.28,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
47.18,990.78,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
78.11,2030.86,3/4/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,5433.75,5/29/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,3157.44,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
100,5161.2,5/20/2003 0:00,2003,Classic Cars,Nantes,France
100,4346.76,7/10/2003 0:00,2003,Classic Cars,Reims,France
100,3528.36,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,3187.8,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,6023.16,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
100,3884.76,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,4965.84,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,4169.88,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,4910.4,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,3231.36,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
100,6853.44,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
100,5177.04,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,2824.8,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,4324.32,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,5052.96,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,3223.44,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,5278.68,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,2851.2,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
64.9,1687.4,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
52.32,1308,11/24/2004 0:00,2004,Classic Cars,Reims,France
100,6144.6,1/10/2005 0:00,2005,Classic Cars,Charleroi,Belgium
100,5127.2,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,6386.16,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
100,7695.6,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
83.07,2242.89,1/29/2003 0:00,2003,Vintage Cars,Stavern,Norway
100,2539.89,3/24/2003 0:00,2003,Vintage Cars,Lule,Sweden
90.17,2795.27,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,5545.76,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
91.18,4285.46,9/19/2003 0:00,2003,Vintage Cars,Singapore,Singapore
100,3329.09,10/20/2003 0:00,2003,Vintage Cars,NYC,USA
100,5592.22,11/6/2003 0:00,2003,Vintage Cars,South Brisbane,Australia
89.15,3298.55,11/13/2003 0:00,2003,Vintage Cars,Philadelphia,USA
93.21,2609.88,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
90.17,3336.29,12/5/2003 0:00,2003,Vintage Cars,Vancouver,Canada
100,5510.05,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
100,2504.4,3/10/2004 0:00,2004,Vintage Cars,Cambridge,USA
100,3525.6,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
88.14,4407,6/14/2004 0:00,2004,Vintage Cars,San Jose,USA
96.24,2983.44,7/19/2004 0:00,2004,Vintage Cars,Chatswood,Australia
100,5126.24,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,5713.79,9/8/2004 0:00,2004,Vintage Cars,Boras,Sweden
100,4613.8,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
100,3711.1,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,3524.73,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
90.17,2795.27,11/18/2004 0:00,2004,Vintage Cars,San Francisco,USA
100,4814.4,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
87.13,3572.33,12/10/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,4581.36,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
100,4319.76,2/17/2005 0:00,2005,Vintage Cars,San Francisco,USA
45.25,1448,3/9/2005 0:00,2005,Vintage Cars,North Sydney,Australia
88.14,881.4,5/30/2005 0:00,2005,Vintage Cars,Bruxelles,Belgium
57.46,2011.1,1/29/2003 0:00,2003,Vintage Cars,Stavern,Norway
64.33,1801.24,3/25/2003 0:00,2003,Vintage Cars,San Francisco,USA
73.7,3390.2,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
71.2,1424,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
49.97,1499.1,9/19/2003 0:00,2003,Vintage Cars,Singapore,Singapore
69.96,3358.08,10/20/2003 0:00,2003,Vintage Cars,NYC,USA
53.72,1504.16,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
68.08,2655.12,11/13/2003 0:00,2003,Vintage Cars,Philadelphia,USA
51.84,1244.16,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
67.46,1888.88,12/5/2003 0:00,2003,Vintage Cars,Vancouver,Canada
58.71,1820.01,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
63.71,2866.95,3/10/2004 0:00,2004,Vintage Cars,Cambridge,USA
58.09,1394.16,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
53.72,2632.28,6/14/2004 0:00,2004,Vintage Cars,San Jose,USA
63.08,2018.56,7/16/2004 0:00,2004,Vintage Cars,Salzburg,Austria
68.71,2954.53,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
50.59,1871.83,9/8/2004 0:00,2004,Vintage Cars,Boras,Sweden
64.96,1559.04,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
53.72,1880.2,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
29.87,1224.67,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
100,2979.08,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
64.96,2208.64,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
70.58,3458.42,12/10/2004 0:00,2004,Vintage Cars,San Rafael,USA
44.21,1237.88,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
68.08,2723.2,2/17/2005 0:00,2005,Vintage Cars,San Francisco,USA
59.96,2218.52,3/10/2005 0:00,2005,Vintage Cars,Graz,Austria
53.72,1665.32,5/30/2005 0:00,2005,Vintage Cars,Bruxelles,Belgium
83.44,3421.04,2/17/2003 0:00,2003,Ships,Bergamo,Italy
89.46,1878.66,4/28/2003 0:00,2003,Ships,Salzburg,Austria
96.34,3853.6,6/16/2003 0:00,2003,Ships,Brickhaven,USA
74.84,3442.64,8/10/2003 0:00,2003,Ships,New Bedford,USA
79.14,3482.16,10/6/2003 0:00,2003,Ships,Helsinki,Finland
73.12,3363.52,10/23/2003 0:00,2003,Ships,Boras,Sweden
81.72,3350.52,11/8/2003 0:00,2003,Ships,Toulouse,France
89.46,2862.72,11/14/2003 0:00,2003,Ships,London,UK
87.74,4036.04,11/26/2003 0:00,2003,Ships,Barcelona,Spain
100,2817.92,1/9/2004 0:00,2004,Ships,Los Angeles,USA
94.62,4636.38,2/19/2004 0:00,2004,Ships,San Diego,USA
73.98,1553.58,5/7/2004 0:00,2004,Ships,NYC,USA
84.3,2697.6,6/24/2004 0:00,2004,Ships,Madrid,Spain
98.06,3334.04,7/21/2004 0:00,2004,Ships,Bruxelles,Belgium
98.06,2059.26,8/20/2004 0:00,2004,Ships,Tsawassen,Canada
96.34,2023.14,9/15/2004 0:00,2004,Ships,Munich,Germany
83.44,2586.64,10/14/2004 0:00,2004,Ships,Philadelphia,USA
94.62,1987.02,11/1/2004 0:00,2004,Ships,Cowes,UK
45.86,1146.5,11/10/2004 0:00,2004,Ships,Kobenhavn,Denmark
82.58,2312.24,11/22/2004 0:00,2004,Ships,Charleroi,Belgium
64.97,2793.71,12/2/2004 0:00,2004,Ships,Madrid,Spain
86.74,1908.28,1/31/2005 0:00,2005,Ships,Oulu,Finland
93.01,3441.37,3/1/2005 0:00,2005,Ships,Madrid,Spain
72.26,2023.28,3/30/2005 0:00,2005,Ships,Reims,France
74.84,2245.2,4/1/2005 0:00,2005,Ships,San Jose,USA
73.98,3255.12,5/6/2005 0:00,2005,Ships,Boston,USA
100,2539.5,1/29/2003 0:00,2003,Vintage Cars,Stavern,Norway
100,4818.15,3/25/2003 0:00,2003,Vintage Cars,San Francisco,USA
97.39,2921.7,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
90.06,1801.2,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
100,2804.36,9/19/2003 0:00,2003,Vintage Cars,Singapore,Singapore
100,4900.8,10/20/2003 0:00,2003,Vintage Cars,NYC,USA
89.01,2759.31,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
100,2488.2,11/13/2003 0:00,2003,Vintage Cars,Philadelphia,USA
100,2769.89,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
100,3581.4,12/5/2003 0:00,2003,Vintage Cars,Vancouver,Canada
100,5285.14,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
100,3181.53,3/10/2004 0:00,2004,Vintage Cars,Cambridge,USA
100,3340.51,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
84.82,3138.34,6/14/2004 0:00,2004,Vintage Cars,San Jose,USA
100,4775.08,7/19/2004 0:00,2004,Vintage Cars,Chatswood,Australia
100,3006.43,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,2866.26,9/8/2004 0:00,2004,Vintage Cars,Boras,Sweden
85.87,2232.62,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
100,4457.02,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
47.04,2257.92,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
39.8,1592,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
100,4948.2,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
100,5160.76,12/10/2004 0:00,2004,Vintage Cars,San Rafael,USA
94.22,1978.62,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
100,4288.2,2/17/2005 0:00,2005,Vintage Cars,San Francisco,USA
86.92,2520.68,3/10/2005 0:00,2005,Vintage Cars,Graz,Austria
84.82,1781.22,5/30/2005 0:00,2005,Vintage Cars,Bruxelles,Belgium
100,3065.04,2/11/2003 0:00,2003,Vintage Cars,Kobenhavn,Denmark
100,3551.34,4/16/2003 0:00,2003,Vintage Cars,Singapore,Singapore
100,5544.02,6/6/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,6034.33,8/8/2003 0:00,2003,Vintage Cars,San Rafael,USA
100,3641.57,9/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,6930.74,10/21/2003 0:00,2003,Vintage Cars,New Bedford,USA
100,3675.63,11/7/2003 0:00,2003,Vintage Cars,Madrid,Spain
100,3442.04,11/14/2003 0:00,2003,Vintage Cars,New Bedford,USA
100,6893.81,11/26/2003 0:00,2003,Vintage Cars,New Haven,USA
100,2622.48,1/2/2004 0:00,2004,Vintage Cars,Lyon,France
100,4417.38,2/18/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
100,3606.02,3/20/2004 0:00,2004,Vintage Cars,Cowes,UK
100,3802.56,5/7/2004 0:00,2004,Vintage Cars,NYC,USA
100,5026.4,7/21/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
100,6695.53,8/20/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,2819.28,9/9/2004 0:00,2004,Vintage Cars,Torino,Italy
100,3759.04,10/14/2004 0:00,2004,Vintage Cars,Manchester,UK
100,2731.8,10/22/2004 0:00,2004,Vintage Cars,Aaarhus,Denmark
69.12,1658.88,11/5/2004 0:00,2004,Vintage Cars,Stavern,Norway
100,5778.24,11/20/2004 0:00,2004,Vintage Cars,Paris,France
100,5191.12,12/2/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,3862.88,1/26/2005 0:00,2005,Vintage Cars,Minato-ku,Japan
61.52,1476.48,2/22/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,5273.73,3/23/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,4872.03,5/6/2005 0:00,2005,Vintage Cars,Boston,USA
100,4556.99,1/31/2003 0:00,2003,Classic Cars,Madrid,Spain
100,8257,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
100,8209.44,4/1/2003 0:00,2003,Classic Cars,Paris,France
100,3598.5,5/8/2003 0:00,2003,Classic Cars,Marseille,France
100,3837.24,6/3/2003 0:00,2003,Classic Cars,NYC,USA
100,8331.61,7/4/2003 0:00,2003,Classic Cars,Toulouse,France
100,4836.5,8/1/2003 0:00,2003,Classic Cars,Espoo,Finland
100,5418.88,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,3734.01,9/21/2003 0:00,2003,Classic Cars,Oulu,Finland
100,3996.4,10/11/2003 0:00,2003,Classic Cars,Los Angeles,USA
100,8754.69,10/22/2003 0:00,2003,Classic Cars,Singapore,Singapore
100,5481.45,11/5/2003 0:00,2003,Classic Cars,Montreal,Canada
100,4419.89,11/6/2003 0:00,2003,Classic Cars,London,UK
100,6324.75,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,4409.72,11/14/2003 0:00,2003,Classic Cars,Sevilla,Spain
100,3918.46,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,7620.5,11/25/2003 0:00,2003,Classic Cars,White Plains,USA
100,8291.04,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
100,3937.25,12/9/2003 0:00,2003,Classic Cars,Boston,USA
100,5554.4,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,6407.86,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,4172.52,3/11/2004 0:00,2004,Classic Cars,San Rafael,USA
100,7083.37,4/12/2004 0:00,2004,Classic Cars,Oulu,Finland
100,7132.68,5/5/2004 0:00,2004,Classic Cars,Madrid,Spain
100,6773.6,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,3657.69,6/15/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,4812.55,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,3928.6,7/20/2004 0:00,2004,Classic Cars,San Rafael,USA
100,6401.22,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,4191.25,8/19/2004 0:00,2004,Classic Cars,Allentown,USA
100,5852.52,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,2844.87,9/8/2004 0:00,2004,Classic Cars,NYC,USA
100,4011.66,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,7455.87,10/13/2004 0:00,2004,Classic Cars,Cambridge,USA
100,8940.96,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,4572.25,10/22/2004 0:00,2004,Classic Cars,Vancouver,Canada
100,5700.09,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
100,3155.49,11/5/2004 0:00,2004,Classic Cars,NYC,USA
100,4170.69,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
100,2878.8,11/19/2004 0:00,2004,Classic Cars,Lule,Sweden
100,5029.5,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
100,7396.8,12/1/2004 0:00,2004,Classic Cars,NYC,USA
93.49,2991.68,12/10/2004 0:00,2004,Classic Cars,Madrid,Spain
100,6275.72,1/10/2005 0:00,2005,Classic Cars,Charleroi,Belgium
56.85,1534.95,1/20/2005 0:00,2005,Classic Cars,North Sydney,Australia
100,7264.53,2/9/2005 0:00,2005,Classic Cars,Helsinki,Finland
100,6869.05,2/22/2005 0:00,2005,Classic Cars,Madrid,Spain
100,3353.02,3/15/2005 0:00,2005,Classic Cars,Madrid,Spain
100,8289.05,4/14/2005 0:00,2005,Classic Cars,Strasbourg,France
100,11887.8,5/3/2005 0:00,2005,Classic Cars,Madrid,Spain
100,5926.9,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,3793.16,5/31/2005 0:00,2005,Classic Cars,Nantes,France
100,4330.1,2/11/2003 0:00,2003,Trains,Kobenhavn,Denmark
95.8,2011.8,4/16/2003 0:00,2003,Trains,Singapore,Singapore
100,4837.18,6/6/2003 0:00,2003,Trains,Madrid,Spain
97.81,2151.82,8/8/2003 0:00,2003,Trains,San Rafael,USA
88.74,2573.46,9/28/2003 0:00,2003,Trains,Madrid,Spain
100,5344.5,10/22/2003 0:00,2003,Trains,Singapore,Singapore
100,3070.52,11/7/2003 0:00,2003,Trains,Madrid,Spain
80.67,3952.83,11/14/2003 0:00,2003,Trains,New Bedford,USA
100,3564.75,11/26/2003 0:00,2003,Trains,New Haven,USA
100,5614.56,1/2/2004 0:00,2004,Trains,Lyon,France
80.67,1855.41,2/18/2004 0:00,2004,Trains,Bruxelles,Belgium
95.8,4598.4,3/20/2004 0:00,2004,Trains,Cowes,UK
100,5082.42,5/7/2004 0:00,2004,Trains,NYC,USA
100,5450.59,7/21/2004 0:00,2004,Trains,Bruxelles,Belgium
100,4174.92,8/20/2004 0:00,2004,Trains,San Rafael,USA
100,2418.24,9/9/2004 0:00,2004,Trains,Torino,Italy
91.76,3670.4,10/14/2004 0:00,2004,Trains,Manchester,UK
100,2481.7,10/22/2004 0:00,2004,Trains,Aaarhus,Denmark
100,3807.68,11/9/2004 0:00,2004,Trains,Lule,Sweden
100,2230.41,11/20/2004 0:00,2004,Trains,Paris,France
93.04,3814.64,12/2/2004 0:00,2004,Trains,Madrid,Spain
84.71,2117.75,1/26/2005 0:00,2005,Trains,Minato-ku,Japan
100,3340.48,2/22/2005 0:00,2005,Trains,Madrid,Spain
89.75,2154,3/23/2005 0:00,2005,Trains,San Rafael,USA
100,5808.48,5/6/2005 0:00,2005,Trains,Boston,USA
68.35,1777.1,3/3/2003 0:00,2003,Classic Cars,Makati City,Philippines
73.17,1536.57,5/8/2003 0:00,2003,Classic Cars,Marseille,France
78,3510,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
86.04,3097.44,9/5/2003 0:00,2003,Classic Cars,Brickhaven,USA
81.21,1705.41,10/10/2003 0:00,2003,Classic Cars,San Francisco,USA
70.76,2264.32,11/4/2003 0:00,2003,Classic Cars,North Sydney,Australia
82.82,2484.6,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
94.88,3415.68,11/20/2003 0:00,2003,Classic Cars,Koln,Germany
86.04,2839.32,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
78,2730,1/15/2004 0:00,2004,Classic Cars,Paris,France
95.69,3540.53,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
73.17,2999.97,4/9/2004 0:00,2004,Classic Cars,Kobenhavn,Denmark
76.39,1527.8,5/26/2004 0:00,2004,Classic Cars,Paris,France
86.84,3907.8,7/2/2004 0:00,2004,Classic Cars,Glen Waverly,Australia
69.96,2658.48,8/2/2004 0:00,2004,Classic Cars,Brickhaven,USA
70.76,3042.68,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
78.8,3861.2,10/4/2003 0:00,2003,Classic Cars,Frankfurt,Germany
